[
532.5,492.5,
540.5,486.6,
548.3,480.3,
555.8,473.8,
563.3,467.1,
570.8,460.5,
578.4,454.0,
586.3,447.9,
594.5,442.2,
603.1,437.2,
612.3,433.1,
621.7,429.8,
631.4,427.4,
641.3,425.8,
651.2,424.9,
661.2,424.8,
671.2,425.4,
681.1,426.6,
691.0,428.4,
700.7,430.5,
710.3,433.3,
719.9,436.3,
729.3,439.7,
738.6,443.4,
747.8,447.3,
756.8,451.5,
765.7,456.0,
774.5,460.9,
783.1,465.9,
791.6,471.3,
799.7,477.0,
807.7,483.0,
815.5,489.3,
823.0,495.9,
830.2,502.8,
837.1,510.1,
843.6,517.7,
849.5,525.7,
855.0,534.1,
859.8,542.8,
863.7,552.0,
866.8,561.5,
868.9,571.3,
870.0,581.2,
869.9,591.2,
868.6,601.2,
866.0,610.8,
862.2,620.1,
857.4,628.8,
851.9,637.2,
845.7,645.0,
838.8,652.3,
831.5,659.1,
823.9,665.6,
816.1,671.8,
808.1,677.8,
800.0,683.6,
791.9,689.5,
783.8,695.3,
775.8,701.4,
767.9,707.5,
760.1,713.7,
752.2,719.8,
744.4,726.0,
736.4,732.1,
728.3,738.0,
720.1,743.7,
711.7,749.0,
703.0,754.0,
694.2,758.6,
685.0,762.7,
675.6,766.0,
666.0,768.9,
656.3,771.2,
646.5,773.2,
636.7,775.2,
626.9,777.3,
617.2,779.7,
607.6,782.5,
598.3,786.0,
589.2,790.3,
580.7,795.5,
572.7,801.5,
565.2,808.0,
558.0,815.0,
551.1,822.2,
544.3,829.5,
537.4,836.8,
530.5,844.0,
523.3,851.0,
515.8,857.5,
507.7,863.4,
499.1,868.5,
490.0,872.7,
480.5,875.6,
470.6,877.1,
460.6,877.0,
450.7,875.3,
441.3,871.9,
432.6,867.1,
425.1,860.5,
419.2,852.4,
414.7,843.5,
412.1,833.8,
410.9,823.9,
410.9,813.9,
412.1,804.0,
414.3,794.2,
416.9,784.6,
420.0,775.1,
423.3,765.7,
426.7,756.3,
429.7,746.7,
432.6,737.2,
434.8,727.4,
436.4,717.6,
437.3,707.6,
437.7,697.6,
437.5,687.6,
436.8,677.7,
435.5,667.8,
433.7,657.9,
431.3,648.2,
428.4,638.6,
425.1,629.2,
421.2,620.0,
416.9,611.0,
412.1,602.2,
406.9,593.7,
401.4,585.4,
395.4,577.3,
389.2,569.5,
382.6,562.0,
375.9,554.6,
369.0,547.3,
362.2,540.0,
355.4,532.7,
348.8,525.2,
342.6,517.4,
336.7,509.3,
331.5,500.8,
326.8,491.9,
322.9,482.7,
319.8,473.2,
317.6,463.5,
316.2,453.6,
315.7,443.6,
316.0,433.6,
317.0,423.7,
319.0,413.9,
321.7,404.3,
325.4,395.0,
329.9,386.1,
335.2,377.5,
341.1,369.5,
347.6,361.9,
354.7,354.9,
362.3,348.5,
370.5,342.6,
379.0,337.5,
388.0,333.0,
397.2,329.2,
406.7,326.1,
416.4,323.6,
426.2,321.9,
436.2,320.8,
446.2,320.5,
456.1,320.8,
466.1,321.9,
475.9,323.5,
485.7,325.4,
495.4,327.9,
505.1,330.6,
514.6,333.5,
524.2,336.4,
533.7,339.4,
543.3,342.3,
552.9,345.0,
562.6,347.5,
572.4,349.5,
582.2,351.4,
592.0,353.1,
601.9,354.8,
611.7,356.6,
621.5,358.7,
631.2,361.2,
640.7,364.3,
650.0,367.9,
658.9,372.3,
667.4,377.6,
675.2,383.8,
682.3,390.9,
688.6,398.6,
694.2,406.9,
699.1,415.6,
703.4,424.7,
706.9,434.0,
709.8,443.6,
712.3,453.2,
714.4,463.0,
716.1,472.9,
717.6,482.7,
718.8,492.7,
720.0,502.6,
721.1,512.5,
722.2,522.5,
723.3,532.4,
724.6,542.3,
725.9,552.2,
727.5,562.1,
729.3,571.9,
731.3,581.7,
733.7,591.4,
736.5,601.0,
739.7,610.4,
743.4,619.7,
747.5,628.8,
752.2,637.7,
757.4,646.2,
763.2,654.3,
769.5,662.1,
776.1,669.6,
783.0,676.8,
790.0,684.0,
796.9,691.2,
803.9,698.4,
810.4,705.9,
816.7,713.7,
822.4,721.8,
827.4,730.5,
831.5,739.6,
834.6,749.1,
836.3,759.0,
836.7,769.0,
835.8,778.9,
833.7,788.7,
830.2,798.0,
825.6,806.9,
819.9,815.1,
813.2,822.6,
805.7,829.2,
797.5,834.8,
788.7,839.7,
779.7,843.9,
770.5,847.8,
761.2,851.5,
752.0,855.4,
742.9,859.6,
734.1,864.3,
725.7,869.6,
717.5,875.4,
709.5,881.3,
701.5,887.3,
693.3,893.1,
684.9,898.5,
676.2,903.3,
667.0,907.3,
657.4,910.1,
647.5,911.4,
637.5,911.3,
627.6,909.9,
618.0,907.1,
608.8,903.3,
600.1,898.4,
592.1,892.4,
584.6,885.8,
577.9,878.4,
571.8,870.4,
566.4,862.0,
561.8,853.2,
557.7,844.1,
554.2,834.7,
551.2,825.2,
548.7,815.5,
546.7,805.7,
544.9,795.9,
543.4,786.0,
542.2,776.1,
541.1,766.2,
540.1,756.2,
539.1,746.3,
538.0,736.3,
536.8,726.4,
535.6,716.5,
534.3,706.6,
532.7,696.7,
530.9,686.9,
528.9,677.1,
526.6,667.4,
524.0,657.7,
521.2,648.2,
517.9,638.7,
514.3,629.4,
510.5,620.2,
506.1,611.2,
501.4,602.4,
496.3,593.8,
491.1,585.2,
485.8,576.8,
480.3,568.5,
474.8,560.1,
469.3,551.8,
463.9,543.4,
458.6,534.9,
453.3,526.4,
448.1,517.9,
443.1,509.3,
438.2,500.5,
433.6,491.7,
429.1,482.8,
424.8,473.7,
420.8,464.6,
416.9,455.4,
413.4,446.0,
410.2,436.5,
407.3,427.0,
404.9,417.3,
403.4,407.4,
402.9,397.4,
403.6,387.5,
405.5,377.7,
409.0,368.3,
414.1,359.7,
420.3,351.9,
427.6,345.0,
435.8,339.4,
444.7,334.9,
454.2,331.6,
464.0,329.7,
474.0,329.0,
483.9,329.4,
493.8,331.0,
503.4,333.8,
512.6,337.6,
521.5,342.1,
530.0,347.4,
538.1,353.3,
545.8,359.6,
553.2,366.3,
560.4,373.2,
567.5,380.3,
574.6,387.3,
581.7,394.4,
589.0,401.2,
596.3,407.9,
603.9,414.5,
611.6,420.9,
619.4,427.1,
627.4,433.1,
635.5,438.9,
643.8,444.5,
652.2,449.9,
660.8,455.0,
669.5,459.9,
678.3,464.6,
687.3,469.0,
696.3,473.3,
705.3,477.6,
714.3,481.9,
723.4,486.1,
732.3,490.5,
741.2,495.2,
749.8,500.3,
758.1,505.7,
766.3,511.6,
773.9,518.0,
781.1,525.0,
787.7,532.5,
793.7,540.4,
799.1,548.8,
804.0,557.5,
808.3,566.5,
812.0,575.8,
815.0,585.3,
817.5,595.0,
819.4,604.8,
820.7,614.7,
821.4,624.7,
821.6,634.7,
821.2,644.7,
820.4,654.6,
819.1,664.5,
817.4,674.4,
815.2,684.1,
812.6,693.8,
809.5,703.3,
806.0,712.6,
802.1,721.8,
797.8,730.8,
792.9,739.5,
787.7,748.1,
782.1,756.3,
776.0,764.2,
769.4,771.8,
762.6,779.0,
755.3,785.8,
747.6,792.2,
739.6,798.2,
731.3,803.7,
722.8,809.0,
714.0,813.8,
705.2,818.4,
696.1,822.6,
686.9,826.6,
677.6,830.2,
668.3,833.6,
658.8,836.8,
649.3,839.8,
639.7,842.6,
630.0,845.3,
620.4,847.8,
610.6,849.8,
600.8,851.7,
590.9,853.0,
580.9,853.7,
570.9,853.6,
561.0,852.8,
551.1,851.2,
541.5,848.5,
532.3,844.7,
523.5,839.9,
515.5,833.9,
508.3,827.0,
502.2,819.1,
497.3,810.4,
493.4,801.2,
490.3,791.7,
487.7,782.0,
485.6,772.3,
483.5,762.5,
481.4,752.8,
478.9,743.1,
476.2,733.5,
472.6,724.2,
468.1,715.2,
462.6,706.9,
455.9,699.5,
448.2,693.1,
439.9,687.6,
431.1,682.8,
422.0,678.7,
412.7,675.2,
403.2,672.1,
393.7,669.1,
384.1,666.1,
374.6,663.0,
365.3,659.6,
356.1,655.7,
347.2,651.1,
338.8,645.8,
331.0,639.5,
324.1,632.3,
318.4,624.1,
314.1,615.1,
311.3,605.5,
310.1,595.6,
310.5,585.6,
312.4,575.8,
315.8,566.4,
320.4,557.6,
326.4,549.6,
333.3,542.4,
341.1,536.2,
349.7,531.1,
358.8,527.0,
368.3,523.9,
378.0,521.6,
387.8,520.0,
397.7,519.1,
407.7,518.3,
417.7,518.1,
427.6,517.9,
437.6,517.8,
447.6,517.5,
457.6,517.1,
467.5,516.2,
477.4,514.8,
487.1,512.7,
496.7,509.9,
506.1,506.5,
515.2,502.5,
524.0,497.8,
532.5,492.5,
]
